#
# VizieR Astronomical Server: http://vizier.u-strasbg.fr 2006-11-17T21:24:24
# Explanations and Statistics of UCDs: See LINK below
# In case of problem, please report to: question@simbad.u-strasbg.fr
# (link)
#
#Coosys J2000: eq_FK5 2000
#INFO -ref=Vxml2846

#RESOURCE=1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Table I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys J2000_1991.250: eq_FK5 2000_1991.250
#Column HIP (I6) Identifier (HIP number) (H1) [ucd=meta.id;meta.main]
#Column _RAJ2000 (F10.6) Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.ra;meta.main]
#Column _DEJ2000 (F10.6) Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.dec;meta.main]
#Column Vmag (F5.2) ? Magnitude in Johnson V (H5)
#---List of values: [ucd=phot.mag;em.opt.V]
#Column B-V (F6.3) ? Johnson B-V colour (H37)
#---List of values: [ucd=phot.color;em.opt.B;em.opt.V]
#Column pmRA (F8.2) Proper motion mu_alpha.cos(delta), ICRS(H12) {\em(for J1991.25 epoch)}
#---List of values: [ucd=pos.pm.ra]
#Column pmDE (F8.2) ? Proper motion mu_delta, ICRS (H13) {\em(for J1991.25 epoch)}
#---List of values: [ucd=pos.pm.dec]
#Column Plx (F7.2) ? Trigonometric parallax (H11)
#---List of values: [ucd=pos.parallax.trig]
#HIP;_RAJ2000;_DEJ2000;Vmag;B-V;pmRA;pmDE;Plx
#;deg;deg;mag;mag;mas/yr;mas/yr;mas
#------;----------;----------;-----;------;--------;--------;-------
 67459;207.369338; 15.797905; 4.05; 1.520;  -93.64;   40.76;  13.29
 67464;207.376155;-41.687709; 3.41;-0.225;  -26.01;  -20.38;   6.87
 67472;207.404121;-42.473732; 3.47;-0.170;  -23.85;  -19.22;   6.19
 67665;207.947813; 34.444240; 4.76; 1.611;  -20.49;  -31.82;   5.40
 67669;207.956668;-32.994090; 4.32;-0.146;  -35.74;  -30.14;  10.96
 67786;208.302246;-31.927612; 4.75;-0.111;  -13.53;  -10.74;   4.87
 67927;208.671161; 18.397717; 2.68; 0.580;  -60.95; -358.10;  88.17
 68002;208.884941;-47.288375; 2.55;-0.176;  -57.14;  -44.75;   8.48
 68245;209.567775;-42.100753; 3.83;-0.224;  -23.68;  -19.82;   7.01
 68282;209.669785;-44.803584; 3.87;-0.208;  -27.97;  -21.69;   7.81
 68520;210.411639;  1.544532; 4.23; 0.121;   17.41;  -21.20;  14.94
 68523;210.431230;-45.603421; 4.34; 0.598;    3.89;  -20.94;   7.28
 68862;211.511530;-41.179633; 4.36;-0.198;  -24.42;  -21.63;   7.31
 68895;211.592904;-26.682361; 3.25; 1.091;   43.05; -140.82;  32.17
 68933;211.670619;-36.369954; 2.06; 1.011; -519.29; -517.87;  53.52
 69191;212.478398;-53.438946; 4.74; 0.938; -144.17;  -90.54;  17.93
 69427;213.223941;-10.273702; 4.18; 1.323;    8.04;  140.79;  14.59
 69483;213.370866; 51.789965; 4.53; 0.233;   61.39;  -10.57;  21.03
 69673;213.915300; 19.182410;-0.05; 1.239;-1093.45;-1999.40;  88.85
 69701;214.003624; -6.000547; 4.07; 0.511;  -25.84; -419.84;  46.74
 69713;214.041372; 51.367231; 4.75; 0.236; -149.98;   89.42;  33.54
 69732;214.095911; 46.088305; 4.18; 0.087; -187.42;  159.01;  33.58
 69974;214.777465;-13.371095; 4.52; 0.128;  -17.12;   29.39;  17.47
 69996;214.850925;-46.058093; 3.55;-0.184;  -12.81;   -3.79;   9.27
 70069;215.081429;-56.386497; 4.30; 0.082;   -9.29;   -7.57;   2.75
 70090;215.139298;-37.885295; 4.05;-0.030;  -64.50;  -11.39;  13.19
 70104;215.177424;-45.187060; 4.78; 0.310;   37.17;  -73.61;  21.95
 70264;215.654456;-58.459117; 4.76; 0.795;  -47.03;   17.03;  11.56
 70300;215.759329;-39.511819; 4.41;-0.185;  -24.32;  -21.81;   7.79
 70306;215.774062;-27.754017; 4.78; 1.300; -201.57; -116.63;  18.67
 70497;216.299152; 51.850744; 4.04; 0.497; -236.06; -399.07;  68.63
 70574;216.534266;-45.221424; 4.56;-0.147;  -13.51;  -14.02;   3.15
 70576;216.545053;-45.379276; 4.33; 0.434;   13.55;   -6.35;  10.38
 71053;217.957458; 30.371437; 3.57; 1.298; -100.44;  120.22;  21.92
 71075;218.019466; 38.308253; 3.04; 0.191; -115.55;  151.87;  38.29
 71121;218.154402;-50.457157; 4.44;-0.177;  -29.55;  -14.85;   5.68
 71284;218.670071; 29.745130; 4.47; 0.364;  188.32;  132.72;  64.66
 71352;218.876766;-42.157824; 2.33;-0.157;  -35.31;  -32.44;  10.57
 71536;219.471776;-49.425828; 4.05;-0.152;  -27.78;  -29.05;  10.51
 71762;220.181528; 16.418324; 4.49;-0.002;    9.64;    9.46;  10.28
 71795;220.287299; 13.728300; 3.78; 0.044;   52.36;  -12.71;  18.07
 71860;220.482315;-47.388200; 2.30;-0.154;  -21.15;  -24.22;   5.95
 71865;220.489962;-37.793499; 4.01;-0.157;  -29.56;  -30.68;  10.69
 71957;220.765097; -5.658207; 3.87; 0.385;  104.23; -319.90;  53.54
 72010;220.914333;-35.173655; 4.06; 1.356;  -60.93; -176.82;  15.89
 72105;221.246740; 27.074222; 2.35; 0.966;  -50.65;   20.00;  15.55
 72125;221.310250; 16.964280; 4.60; 0.972;  -60.87;  -50.69;  14.48
 72220;221.562184;  1.892885; 3.73;-0.005; -116.04;  -21.75;  25.35
 72571;222.572125;-27.960371; 4.42; 1.366; -237.37;  -62.37;  10.68
 72622;222.719638;-16.041778; 2.75; 0.147; -105.69;  -69.00;  42.25
 72659;222.847411; 19.100460; 4.54; 0.720;  152.81;  -71.28; 149.26
 72683;222.909597;-43.575359; 4.32;-0.154;  -24.79;  -26.80;   8.00
 73165;224.295831; -4.346462; 4.47; 0.318;  -97.83; -154.56;  35.83
 73273;224.633028;-43.133960; 2.68;-0.184;  -34.06;  -38.30;   6.23
 73334;224.790354;-42.104194; 3.13;-0.208;  -17.76;  -21.33;   6.05
 73555;225.486510; 40.390566; 3.49; 0.956;  -40.20;  -29.22;  14.91
 73620;225.725156;  2.091303; 4.39; 1.026;  -55.93;   12.94;  17.78
 73714;226.017565;-25.281965; 3.25; 1.674;  -71.85;  -44.69;  11.17
 73745;226.111424; 26.947649; 4.52; 1.240; -176.31;   -4.52;  13.04
 73807;226.279524;-47.051245; 3.91;-0.144;  -23.39;  -21.11;   6.56
 74117;227.210897;-45.279858; 4.07;-0.162;  -17.32;  -26.11;   8.02
 74376;227.983649;-48.737819; 3.88;-0.029;  -96.52;  -47.97;  17.89
 74392;228.055375;-19.791711; 4.54;-0.071;  -35.59;  -32.55;   8.66
 74395;228.071229;-52.099247; 3.41; 0.918; -113.94;  -71.00;  28.06
 74666;228.875679; 33.314833; 3.46; 0.961;   84.84; -110.57;  27.94
 74785;229.251728; -9.382917; 2.61;-0.071;  -96.39;  -20.76;  20.38
 74824;229.378539;-58.801208; 4.07; 0.088;  -98.39; -135.46;  33.75
 74857;229.457663;-30.148673; 4.35; 1.100;   -8.71;   -4.47;  10.59
 74911;229.633421;-47.875272; 4.27;-0.086;  -31.74;  -32.82;  11.22
 75141;230.343007;-40.647518; 3.22;-0.227;  -19.11;  -24.05;   6.39
 75177;230.451542;-36.261376; 3.57; 1.534;  -91.85;  -86.03;   9.99
 75264;230.670295;-44.689622; 3.37;-0.191;  -20.25;  -20.13;   6.47
 75304;230.788959;-36.858489; 4.54;-0.155;  -18.05;  -21.53;   5.38
 75323;230.844358;-59.320787; 4.48; 0.169;  -10.29;  -36.57;   6.40
 75411;231.122616; 37.377167; 4.31; 0.309; -147.68;   84.69;  26.96
 75458;231.232395; 58.966066; 3.29; 1.166;   -8.27;   17.30;  31.92
 75501;231.334242;-38.733621; 4.60; 0.000;  -46.05;  -13.35;   8.72
 75695;231.957212; 29.105703; 3.66; 0.319; -181.39;   86.84;  28.60
 76127;233.232427; 31.359133; 4.14;-0.127;  -19.62;   -8.94;  10.49
 76219;233.544587;-10.064529; 4.61; 1.000;  305.62; -234.12;  34.54
 76267;233.671950; 26.714693; 2.22; 0.032;  120.38;  -89.44;  43.65
 76276;233.700613; 10.538867; 3.80; 0.268;  -72.63;    3.17;  15.54
 76297;233.785200;-41.166757; 2.80;-0.216;  -16.05;  -25.52;   5.75
 76333;233.881579;-14.789537; 3.91; 1.007;   65.67;    6.93;  21.42
 76371;233.971867;-44.958389; 4.55;-0.175;  -20.42;  -21.48;   7.51
 76470;234.256041;-28.135079; 3.60; 1.361;  -13.26;   -3.48;  16.76
 76552;234.513356;-42.567348; 4.34; 1.412; -147.60;   56.35;  14.19
 76600;234.664040;-29.777754; 3.66;-0.177;  -22.10;  -26.54;   7.33
 76669;234.844470; 36.635812; 4.64;-0.103;  -15.29;   -6.51;   6.89
 76705;234.941579;-34.411926; 4.66; 0.964;    5.65;  -13.70;  13.32
 76829;235.297406;-44.661205; 4.64; 0.413; -168.70; -265.69;  57.09
 76852;235.387730; 19.670401; 4.51; 0.062;  -59.86;  -43.23;  16.97
 76880;235.486659;-19.678828; 4.75; 1.574;  -33.21; -104.33;   8.16
 76945;235.670917;-34.710407; 4.75;-0.151;  -23.96;  -30.43;   8.24
 76952;235.685688; 26.295637; 3.81; 0.020; -112.52;   50.70;  22.48
 77070;236.066979;  6.425627; 2.63; 1.167;  134.66;   44.14;  44.54
 77233;236.546902; 15.421826; 3.65; 0.073;   68.54;  -41.31;  21.31
 77257;236.610889;  7.353073; 4.42; 0.604; -225.51;  -68.52;  85.08
 77450;237.184903; 18.141564; 4.09; 1.616;  -51.78;  -88.72;   9.36
 77512;237.398526; 26.068394; 4.59; 0.794;  -79.85;  -63.78;  19.71
 77516;237.405035; -3.430208; 3.54;-0.036;  -98.07;  -27.41;  20.94
 77622;237.704025;  4.477730; 3.71; 0.147;  127.98;   61.87;  46.39
 77634;237.739740;-33.627165; 3.97;-0.045;   -5.92;  -24.91;  15.86
 77635;237.744770;-25.751295; 4.63;-0.072;  -13.64;  -24.91;   6.25
 77655;237.808048; 35.657382; 4.79; 0.996;   -8.07; -347.41;  32.13
 77661;237.816287; 20.977919; 4.74; 1.534;  -54.70;   17.99;   8.26
 77760;238.168923; 42.451518; 4.60; 0.563;  438.97;  629.52;  63.08
 77840;238.402996;-25.327142; 4.59;-0.073;  -14.42;  -25.40;   7.52
 77853;238.456408;-16.729294; 4.13; 1.003;  100.12;  135.27;  20.02
 78072;239.113262; 15.661617; 3.85; 0.478;  311.20;-1282.17;  89.92
 78104;239.221152;-29.214073; 3.87;-0.199;  -15.20;  -25.10;   7.97
 78159;239.396883; 26.877880; 4.14; 1.231;  -76.55;  -60.24;  14.20
 78265;239.712970;-26.114105; 2.89;-0.180;  -12.00;  -25.71;   7.10
 78384;240.030534;-38.396707; 3.42;-0.206;  -16.58;  -27.06;   6.61
 78401;240.083359;-22.621710; 2.29;-0.117;   -8.67;  -36.90;   8.12
 78527;240.472274; 58.565252; 4.01; 0.528; -320.07;  334.96;  47.79
 78592;240.699576; 46.036705; 4.72;-0.094;   56.01;  -61.25;   8.68
 78639;240.803737;-49.229695; 4.65; 0.902;   41.18;   10.39;  14.97
 78662;240.883715;-57.775064; 4.63; 0.252; -118.32;  -78.34;  23.26
 78820;241.359295;-19.805453; 2.56;-0.065;   -6.75;  -24.89;   6.15
 78914;241.622659;-45.173185; 4.73; 0.230;   17.47;   37.03;  26.41
 78918;241.648103;-36.802288; 4.22;-0.184;  -15.84;  -31.06;   7.94
 78933;241.701775;-20.669192; 3.93;-0.046;  -10.55;  -23.73;   7.70
 78990;241.851364;-20.868764; 4.31; 0.831;   43.68;  -45.30;  12.32
 79101;242.192408; 44.934906; 4.23;-0.045;  -25.98;   35.86;  14.27
 79119;242.242913; 36.490944; 4.73; 1.015;  -40.71;  343.47;  28.84
 79374;242.998894;-19.460708; 4.00; 0.076;   -9.70;  -25.25;   7.47
 79404;243.075854;-27.926372; 4.58;-0.172;  -10.31;  -23.17;   6.97
 79593;243.586414; -3.694323; 2.73; 1.584;  -45.83; -142.91;  19.16
 79882;244.580371; -4.692511; 3.23; 0.966;   82.39;   40.08;  30.34
 79992;244.935153; 46.313366; 3.91;-0.151;  -13.15;   39.31;  10.37
 80000;244.960094;-50.155508; 4.01; 1.080; -159.36;  -52.84;  25.58
 80079;245.159086;-24.169320; 4.55; 0.758;   -4.23;  -14.71;   2.77
 80112;245.297150;-25.592796; 2.90; 0.299;  -10.03;  -18.03;   4.44
 80170;245.480060; 19.153130; 3.74; 0.299;  -47.44;   44.61;  16.69
 80343;246.025766;-20.037327; 4.48; 0.996;  -21.48;  -47.53;  18.32
 80463;246.353972; 14.033270; 4.57; 0.002;   39.39;  -59.89;  13.87
 80473;246.396323;-23.447179; 4.57; 0.227;   -5.61;  -25.04;   8.27
 80569;246.755979;-18.456251; 4.22; 0.217;   -5.58;  -22.22;   6.67
 80582;246.795983;-47.554786; 4.46;-0.070;  -13.72;  -20.63;   8.16
 80628;246.950780; -8.371731; 4.62; 0.185;  -67.26;  -12.60;  26.67
 80763;247.351920;-26.432002; 1.06; 1.865;  -10.16;  -23.21;   5.40
 80815;247.551982;-25.115224; 4.79;-0.116;   -3.42;  -26.52;   8.30
 80816;247.555000; 21.489613; 2.78; 0.947;  -98.43;  -14.49;  22.07
 80883;247.728429;  1.983923; 3.82; 0.022;  -31.37;  -73.00;  19.63
 80894;247.784866;-16.612733; 4.29; 0.924;  -44.57;  -38.04;  15.53
 80911;247.845556;-34.704366; 4.24;-0.168;  -11.51;  -18.56;   4.37
 80975;248.034164;-21.466390; 4.45; 0.130;   20.21;   36.23;  18.66
 81126;248.525759; 42.437041; 4.20;-0.013;   -9.03;   59.80;  10.79
 81266;248.970641;-28.216016; 2.82;-0.206;   -8.59;  -22.50;   7.59
 81304;249.093631;-35.255326; 4.18; 1.535;   14.72;   12.14;   9.63
 81377;249.289741;-10.567090; 2.54; 0.038;   13.07;   25.44;   7.12
 81693;250.321501; 31.602726; 2.81; 0.650; -462.58;  345.05;  92.63
 81833;250.724022; 38.922254; 3.48; 0.916;   35.58;  -84.98;  29.11
 82363;252.446485;-59.041378; 3.77; 1.562;   39.59;  -25.28;  10.41
 82369;252.458453;-10.783000; 4.64; 0.478;   93.70;  -81.94;  27.04
 82396;252.540887;-34.293232; 2.29; 1.144; -611.83; -255.87;  49.85
 82514;252.967635;-38.047380; 3.00;-0.200;   -8.84;  -21.60;   3.97
 82545;253.083933;-38.017536; 3.56;-0.210;  -12.92;  -23.80;   6.31
 82671;253.498862;-42.362025; 4.70; 0.444;   -0.48;   -2.17;  -1.13
 82673;253.501965; 10.165359; 4.39;-0.088;  -53.75;  -34.68;  13.95
 82729;253.645855;-42.361313; 3.62; 1.393; -126.55; -227.77;  21.67
 83000;254.417072;  9.375033; 3.19; 1.160; -293.03;   -9.70;  37.99
 83081;254.655049;-55.990141; 3.12; 1.552;  -18.31;  -35.29;   5.68
 83153;254.896032;-53.160438; 4.06; 1.452;    1.12;   21.53;  10.72
 83207;255.072391; 30.926405; 3.92;-0.018;  -47.68;   26.89;  20.04
 84012;257.594531;-15.724910; 2.43; 0.059;   41.16;   97.65;  38.77
 84143;258.038306;-43.239189; 3.32; 0.441;   22.01; -287.41;  45.56
 84345;258.661910; 14.390333; 2.78; 1.164;   -6.71;   32.78;   8.53
 84379;258.757961; 24.839204; 3.12; 0.080;  -21.14; -157.68;  41.55
 84380;258.761810; 36.809162; 3.16; 1.437;  -27.35;    2.70;   8.89
 84405;258.837409;-26.602829; 4.33; 0.855; -473.69;-1143.93; 167.08
 84514;259.152860; -0.445297; 4.72; 1.119;  -33.09;  -63.92;  14.97
 84606;259.417727; 37.291498; 4.64; 0.043;  -42.74;   63.76;  18.34
 84880;260.206921;-12.846875; 4.32; 0.037;   42.75;    2.72;  16.86
 84893;260.251559;-21.112933; 4.39; 0.394;  262.01; -204.74;  57.48
 84970;260.502410;-24.999545; 3.27;-0.186;   -8.84;  -23.64;   5.79
 85112;260.920603; 37.145946; 4.15;-0.011;  -38.58;    9.19;   8.12
 85258;261.324953;-55.529884; 2.84; 1.479;   -8.23;  -24.71;   5.41
 85267;261.348579;-56.377727; 3.31;-0.150;   -0.77;  -15.85;   2.87
 85340;261.592567;-24.175310; 4.16; 0.283;   -1.97; -117.69;  38.96
 85355;261.628668;  4.140360; 4.34; 1.480;    1.25;    7.09;   2.78
 85365;261.657839; -5.086596; 4.53; 0.385;  -91.53;  -42.75;  33.28
 85423;261.838640;-29.867033; 4.28; 0.402;   14.38; -137.41;  29.26
 85670;262.608175; 52.301387; 2.79; 0.954;  -15.59;   11.57;   9.02
 85693;262.684625; 26.110645; 4.41; 1.434;   18.39;   16.78;   8.88
 85696;262.690982;-37.295811; 2.70;-0.179;   -4.19;  -29.14;   6.29
 85755;262.853975;-23.962643; 4.78; 0.016;    4.91;  -25.90;   7.65
 85792;262.960389;-49.876145; 2.84;-0.136;  -31.27;  -67.15;  13.46
 85927;263.402167;-37.103821; 1.62;-0.231;   -8.90;  -29.95;   4.64
 86032;263.733627; 12.560035; 2.08; 0.155;  110.08; -222.61;  69.84
 86092;263.914958;-46.505684; 4.56;-0.020;  -25.13;  -38.32;   8.46
 86170;264.136804;-38.635308; 4.26; 1.075;  -18.47; -182.29;  22.64
 86228;264.329711;-42.997824; 1.86; 0.406;    6.06;   -0.95;  11.99
 86263;264.396673;-15.398557; 3.54; 0.262;  -39.30;  -61.27;  30.93
 86284;264.461304; -8.118771; 4.58; 0.132;  -11.70;  -20.38;   5.94
 86414;264.866193; 46.006332; 3.82;-0.179;   -7.17;    3.97;   6.58
 86486;265.099274;-49.415587; 4.76; 0.415;  104.28; -177.67;  45.72
 86565;265.353639;-12.875307; 4.24; 0.086;  -72.16;  -55.22;  19.41
 86670;265.621979;-39.029983; 2.39;-0.171;   -6.49;  -25.55;   7.03
 86742;265.868138;  4.567303; 2.76; 1.168;  -40.67;  158.80;  39.78
 86974;266.614695; 27.720676; 3.42; 0.750; -291.42; -750.00; 119.05
 87072;266.890103;-27.830788; 4.53; 0.600;   -3.62;  -10.67;   3.03
 87073;266.896173;-40.126998; 2.99; 0.509;    0.44;   -6.40;   1.82
 87108;266.973169;  2.707276; 3.75; 0.043;  -23.15;  -75.12;  34.42
 87220;267.293651;-31.703204; 4.79;-0.028;    4.22;   -7.89;   5.37
 87261;267.464508;-37.043304; 3.19; 1.192;   42.09;   27.77;  25.71
 87294;267.546303;-40.090435; 4.78; 0.259;    3.63;   -2.73;   0.88
 87585;268.382206; 56.872643; 3.73; 1.177;   93.65;   78.44;  29.26
 87808;269.063252; 37.250539; 3.86; 1.350;    2.74;    7.24;   4.87
 87833;269.151541; 51.488895; 2.24; 1.521;   -8.52;  -23.05;  22.10
 87933;269.441190; 29.247880; 3.70; 0.935;   82.33;  -18.73;  24.12
 87998;269.625623; 30.189277; 4.41; 0.380;   -0.48;    3.23;   4.10
 88048;269.756631; -9.773632; 3.32; 0.987;  -10.31; -116.12;  21.35
 88116;269.948139;-23.816134; 4.74;-0.030;   -5.40;  -50.30;   7.47
 88128;270.014234; 16.750919; 4.67; 1.254;   -7.53;  -10.61;   4.97
 88149;270.065828;  4.368615; 4.79;-0.100;    1.78;  -12.95;   4.82
 88175;270.120877; -3.690269; 4.62; 0.390;  154.17;  -44.43;  43.11
 88192;270.161316;  2.931568; 3.93; 0.029;    0.41;   -8.22;   2.30
 88267;270.376699; 21.595782; 4.26; 0.406;    7.55;   38.79;   6.93
 88290;270.438327;  1.305076; 4.42; 0.046;   15.43;  -13.61;  12.31
 88404;270.770499; -8.180349; 4.77; 0.410;   15.11;  -37.61;  19.22
 88567;271.255105;-29.580087; 4.66; 0.774;    4.03;   -4.61;   1.57
 88601;271.363690;  2.500099; 4.03; 0.860;  124.56; -962.66; 196.62
 88635;271.452029;-30.424091; 2.98; 0.981;  -55.75; -181.53;  33.94
 88714;271.657796;-50.091477; 3.65;-0.101;   -8.43;   -9.26;   3.22
 88765;271.826501;  8.733867; 4.64; 0.951;    9.79;   30.24;  13.71
 88771;271.837434;  9.563847; 3.71; 0.159;  -61.60;   79.71;  39.40
 88794;271.885628; 28.762489; 3.84;-0.018;   -0.17;    7.51;   9.39
 88839;272.020748;-28.457093; 4.55; 0.938;   24.77;  -31.59;   9.38
 88886;272.189546; 20.814557; 4.37;-0.164;   -2.71;   -6.20;   2.14
 89112;272.807344;-45.954418; 4.52; 1.009;  -16.28;  -37.26;   7.98
 89341;273.440874;-21.058834; 3.84; 0.195;    1.72;   -1.39;   0.11
 89642;274.406813;-36.761686; 3.10; 1.582; -129.27; -166.61;  21.87
 89678;274.513295;-27.042641; 4.66; 1.629;    4.48;   -2.76;   4.66
 89826;274.965457; 36.064547; 4.33; 1.162;  -16.14;   41.32;  13.71
 89931;275.248507;-29.828103; 2.72; 1.380;   29.96;  -26.38;  10.67
 89962;275.327503; -2.898825; 3.23; 0.941; -547.57; -700.72;  52.81
 90135;275.914935; -8.934383; 4.66; 0.932;   51.89;   52.29;  17.08
 90139;275.924540; 21.769752; 3.85; 1.168;  195.54; -242.92;  25.40
 90185;276.042993;-34.384616; 1.79;-0.031;  -39.61; -124.05;  22.55
 90422;276.743401;-45.968459; 3.49;-0.179;  -16.68;  -53.33;  13.08
 90496;276.992669;-25.421700; 2.82; 1.025;  -44.81; -186.29;  42.20
 90568;277.207745;-49.070588; 4.10; 0.995;  137.90; -229.14;  25.60
 90595;277.299391;-14.565813; 4.67; 0.076;    3.07;   -3.48;  11.19
 90905;278.143844; 57.045599; 4.77; 0.611;    0.32;   -7.09;   1.13
 90982;278.375774;-42.312510; 4.62; 0.994;   32.48;  -21.03;   3.76
 91117;278.801778; -8.244073; 3.85; 1.317;  -18.98; -314.63;  18.72
 91262;279.234735; 38.783692; 0.03;-0.001;  201.02;  287.46; 128.93
 91726;280.568445; -9.052549; 4.70; 0.358;    7.87;    2.02;  17.44
 91919;281.084772; 39.670123; 4.67; 0.170;   10.55;   60.23;  20.10
 91926;281.094918; 39.612722; 4.59; 0.180;    5.83;   51.83;  20.34
 91971;281.193156; 37.605115; 4.34; 0.192;   29.26;   26.57;  21.23
 92041;281.414110;-26.990778; 3.17;-0.107;   51.15;    0.45;  14.14
 92043;281.415523; 20.546308; 4.19; 0.483;   -9.25; -335.65;  52.37
 92161;281.755307; 18.181519; 4.34; 0.148;   83.74;  119.01;  35.17
 92175;281.793637; -4.747867; 4.22; 1.087;   -7.71;  -15.89;   4.73
 92420;282.519978; 33.362667; 3.52; 0.003;    1.10;   -4.46;   3.70
 92512;282.800398; 59.388351; 4.63; 1.185;   77.56;   25.43;  10.12
 92791;283.626182; 36.898613; 4.22; 1.575;   -6.73;    3.26;   3.63
 92818;283.687022; 22.645076; 4.57; 0.782;    6.40;    1.03;   6.71
 92855;283.816357;-26.296722; 2.05;-0.134;   13.87;  -52.65;  14.54
 92862;283.833756; 43.946089; 4.08; 1.397;   19.94;   80.60;   9.33
 92946;284.054927;  4.203595; 4.62; 0.161;   37.69;   26.98;  24.73
 93085;284.432507;-21.106654; 3.52; 1.151;   34.91;  -12.33;   8.76
 93194;284.735928; 32.689557; 3.25;-0.049;   -2.76;    1.77;   5.14
 93244;284.905656; 15.068298; 4.02; 1.082;  -52.68;  -73.81;  21.22
 93429;285.420113; -5.739115; 4.02; 1.079;  -24.15;  -39.73;  21.95
 93506;285.652975;-29.880105; 2.60; 0.062;  -14.10;    3.66;  36.61
 93542;285.778652;-42.095105; 4.74;-0.027;   55.74;  -45.33;  17.75
 93683;286.170757;-21.741496; 3.76; 1.012;   76.26;  -58.08;  23.49
 93747;286.352534; 13.863478; 2.99; 0.014;   -7.04;  -95.31;  39.18
 93805;286.562243; -4.882554; 3.43;-0.096;  -19.68;  -90.37;  26.05
 93825;286.604627;-37.063437; 4.23; 0.523;   96.93; -279.67;  55.89
 93864;286.735037;-27.670423; 3.32; 1.169;  -50.79; -250.51;  27.09
 94005;287.087374;-40.496703; 4.57; 1.070;   48.05;  -26.84;  18.67
 94114;287.368090;-37.904474; 4.11; 0.042;   85.73;  -96.65;  25.15
 94141;287.440971;-21.023615; 2.88; 0.377;   -1.17;  -36.83;   7.41
 94160;287.507320;-39.340796; 4.10; 1.163;    5.89;  -36.78;   6.42
 94481;288.439531; 39.145968; 4.43;-0.150;   -1.59;   -0.61;   3.13
 94703;289.054333; 21.390428; 4.76;-0.058;    0.73;   -6.12;   3.58
 94713;289.092063; 38.133731; 4.35; 1.258;   -0.49;    1.23;   4.24
 94779;289.275703; 53.368459; 3.80; 0.950;   60.22;  122.93;  26.48
 95168;290.418162;-17.847197; 3.92; 0.228;  -26.95;   22.24;  26.79
 95176;290.431763;-15.955018; 4.52; 0.079;    1.79;   -6.27;   1.95
 95241;290.659552;-44.458965; 3.96;-0.085;    7.31;  -22.43;   8.62
 95294;290.804737;-44.799778; 4.27; 0.350;   92.78;  -53.73;  23.52
 95347;290.971569;-40.615940; 3.96;-0.105;   32.67; -120.81;  19.20
 95501;291.374585;  3.114775; 3.36; 0.319;  253.06;   80.67;  65.05
 95585;291.629538;  0.338570; 4.64; 0.576;   -0.86;   -2.30;   0.28
 95771;292.176374; 24.664905; 4.44; 1.502; -126.45; -106.99;  11.00
 95853;292.426496; 51.729779; 3.76; 0.148;   20.92;  128.12;  26.63
 95947;292.680336; 27.959681; 3.05; 1.088;   -7.09;   -5.63;   8.46
 96052;292.943007; 34.452968; 4.74;-0.150;    1.06;   -3.58;   5.20
 96229;293.522304;  7.378941; 4.45; 1.176;  212.76; -155.39;  29.50
 96441;294.110562; 50.221103; 4.49; 0.395;   -8.15;  262.98;  53.78
 96465;294.176805;-24.883623; 4.59;-0.075;   68.70;  -23.19;  17.24
 96468;294.180324; -1.286601; 4.36;-0.079;    1.89;  -20.75;  10.61
 96683;294.844190; 30.153321; 4.68; 0.971;    1.95;   36.07;  13.00
 96757;295.024133; 18.013890; 4.39; 0.777;   15.09;  -19.72;   6.89
 96837;295.262247; 17.476041; 4.39; 1.041;    9.06;  -33.90;   6.99
 97165;296.243658; 45.130810; 2.86;-0.002;   43.22;   48.44;  19.07
 97278;296.564915; 10.613261; 2.72; 1.507;   15.72;   -3.08;   7.08
 97365;296.846927; 18.534286; 3.68; 1.313;   -4.58;   11.10;   7.28
 97649;297.695829;  8.868322; 0.76; 0.221;  536.82;  385.54; 194.44
 97804;298.118199;  1.005661; 3.87; 0.630;    6.94;   -7.30;   2.78
 97886;298.365397; 24.079614; 4.57;-0.047;   22.78;   36.29;   9.08
 97938;298.562007;  8.461453; 4.71; 1.023;  101.43;  -81.28;  15.96
 98032;298.815406;-41.868288; 4.12; 1.063;   23.37;   51.60;  17.24
 98036;298.828306;  6.406763; 3.71; 0.855;   46.35; -481.32;  72.95
 98066;298.959824;-26.299506; 4.70; 0.748;  203.96;   74.40;  42.03
 98110;299.076550; 35.083424; 3.89; 1.019;  -34.00;  -27.60;  23.40
 98162;299.236797;-27.169899; 4.54; 1.462;    9.60;  -14.95;   2.70
 98337;299.689281; 19.492148; 3.51; 1.571;   64.37;   22.58;  11.90
 98412;299.934078;-35.276305; 4.37;-0.150;    6.02;  -25.15;   5.28
 98543;300.275201; 27.753573; 4.66; 0.184;   57.99;    3.76;  14.67
 98688;300.664502;-27.709845; 4.43; 1.640;   32.28;   14.35;   7.28
 98761;300.889413;-37.940699; 4.77; 1.417;   64.71;  -85.44;   8.05
