#
# VizieR Astronomical Server: webviz.u-strasbg.fr 2008-12-02T09:22:15
# (replaces the 'Astrores' format originally described at
# http://vizier.u-strasbg.fr/doc/astrores.htx)
# In case of problem, please report to: question@simbad.u-strasbg.fr
#
##Coosys J2000: eq_FK5 J2000
#INFO -ref=VOTx30785
#INFO -out.max=50000
#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#Coosys J2000_1991.250: eq_FK5 J2000
#Table I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue\vizContent{timeSerie}
#Column HIP (I6) Identifier (HIP number) (H1) [ucd=meta.id;meta.main]
#Column _RAJ2000 (F10.6) Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.ra;meta.main]
#Column _DEJ2000 (F10.6) Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account (computed by VizieR, not part of the original data) [ucd=pos.eq.dec;meta.main]
#Column RA(ICRS) (F12.8) *? alpha, degrees (ICRS, Epoch=J1991.25) (H8) [ucd=pos.eq.ra;meta.main]
#Column DE(ICRS) (F12.8) *? delta, degrees (ICRS, Epoch=J1991.25) (H9) [ucd=pos.eq.dec;meta.main]
#Column Vmag (F5.2) ? Magnitude in Johnson V (H5) [ucd=phot.mag;em.opt.V]
#Column B-V  (F6.3) ? Johnson B-V colour (H37) [ucd=phot.color;em.opt.B;em.opt.V]
#Column pmRA (F8.2) Proper motion mu_alpha.cos(delta), ICRS(H12) {\em(for J1991.25 epoch)} [ucd=pos.pm;pos.eq.ra]
#Column pmDE (F8.2) ? Proper motion mu_delta, ICRS (H13) {\em(for J1991.25 epoch)} [ucd=pos.pm;pos.eq.dec]
#Column Plx  (F7.2) ? Trigonometric parallax (H11) [ucd=pos.parallax.trig]
# HIP;_RAJ2000;_DEJ2000;RA(ICRS);DE(ICRS);Vmag;B-V;pmRA;pmDE;Plx
# ;deg;deg;deg;deg;mag;mag;mas/yr;mas/yr;mas
#------;----------;----------;------------;------------;-----;------;--------;--------;-------
 33302;103.905962;-20.136497;103.90582904;-20.13659348; 4.66; 0.374;   51.35;   39.75;  34.21
 33347;104.034270;-17.054242;104.03427636;-17.05424675; 4.36;-0.063;   -2.46;    1.91;   1.06
 33357;104.066627;-48.721144;104.06662140;-48.72116448; 4.94; 1.668;    1.57;    8.40;   3.07
 33449;104.319191; 58.422759;104.31916052; 58.42305973; 4.35; 0.850;    6.58; -123.53;  19.14
 33485;104.404613; 45.094094;104.40468738; 45.09410202; 4.90; 0.027;  -21.67;   -3.18;  14.49
 33579;104.656452;-28.972084;104.65644451;-28.97208931; 1.50;-0.211;    2.63;    2.29;   7.57
 33856;105.429782;-27.934830;105.42979876;-27.93484165; 3.49; 1.729;   -6.01;    4.64;   2.68
 33971;105.728236; -4.239231;105.72824798; -4.23923814; 4.99;-0.195;   -4.73;    2.81;   2.92
 33977;105.756136;-23.833291;105.75613986;-23.83330131; 3.02;-0.077;   -1.56;    4.28;   1.27
 34045;105.939553;-15.633286;105.93955493;-15.63325876; 4.11;-0.112;   -0.81;  -11.20;   8.11
 34059;105.973365;-49.583920;105.97356647;-49.58425759; 4.92; 0.140;  -53.69;  139.00;  16.98
 34088;106.027216; 20.570297;106.02723079; 20.57029939; 4.01; 0.899;   -5.72;   -0.96;   2.79
 34444;107.097851;-26.393200;107.09785853;-26.39320776; 1.83; 0.671;   -2.75;    3.33;   1.82
 34495;107.212784;-39.655657;107.21281817;-39.65567374; 4.83;-0.179;  -10.97;    7.01;   4.34
 34622;107.557008; -4.237106;107.55700787; -4.23763568; 4.91; 1.020;    0.00;  217.85;  15.45
 34693;107.784878; 30.245163;107.78496505; 30.24528065; 4.41; 1.261;  -31.00;  -48.40;  10.81
 34752;107.913857; 39.320549;107.91371845; 39.32054373; 4.91; 1.451;   44.17;    2.09;   7.02
 34769;107.966084; -0.492764;107.96608486; -0.49278056; 4.15;-0.005;   -0.22;    6.68;   8.70
 34834;108.140106;-46.759305;108.14058722;-46.75956448; 4.49; 0.324; -135.60;  106.79;  47.22
 34899;108.305627;-45.182739;108.30571289;-45.18252474; 4.87;-0.003;  -24.84;  -88.24;  17.97
 34922;108.384661;-44.639739;108.38429537;-44.64052957; 4.42; 1.331;  107.12;  325.32;  16.46
 34981;108.563384;-26.352507;108.56340179;-26.35251617; 4.42;-0.170;   -6.58;    3.89;   2.07
 35020;108.658920;-48.271927;108.65893526;-48.27192832; 4.75;-0.091;   -4.18;    0.63;   9.20
 35037;108.702725;-26.772667;108.70275679;-26.77268601; 4.01;-0.150;  -11.50;    7.67;   3.53
 35205;109.145805;-27.881179;109.14583928;-27.88127313; 4.66; 1.589;  -12.48;   38.83;   7.20
 35210;109.153474;-23.315594;109.15348700;-23.31560155; 4.83; 1.601;   -4.91;    3.01;   0.52
 35228;109.207602;-67.957152;109.20762844;-67.95717248; 3.97; 0.760;   -4.11;    8.50;   4.94
 35264;109.285652;-37.097470;109.28568399;-37.09748689; 2.71; 1.616;  -10.57;    7.00;   2.98
 35350;109.523245; 16.540383;109.52336162; 16.54047526; 3.58; 0.106;  -46.09;  -37.90;  34.59
 35363;109.576636;-36.733962;109.57667037;-36.73396660; 4.65;-0.099;  -11.29;    1.85;   3.85
 35412;109.668246;-24.558701;109.66825335;-24.55870761; 4.88;-0.160;   -2.84;    2.68;   1.09
 35415;109.677028;-24.954375;109.67703283;-24.95438447; 4.37;-0.132;   -1.82;    3.74;   1.02
 35550;110.030740; 21.982321;110.03078890; 21.98233941; 3.50; 0.374;  -18.72;   -7.76;  55.45
 35727;110.556371;-19.016600;110.55637515;-19.01658444; 4.94;-0.039;   -1.66;   -6.43;   6.31
 35904;111.023761;-29.303104;111.02377104;-29.30311979; 2.45;-0.083;   -3.76;    6.66;   1.02
 36041;111.412071;  9.276097;111.41207798;  9.27611835; 4.99; 0.991;   -2.95;   -8.65;   3.30
 36046;111.431650; 27.798080;111.43198371; 27.79828561; 3.78; 1.024; -121.28;  -84.43;  25.90
 36145;111.678547; 49.211527;111.67858726; 49.21164489; 4.61;-0.001;  -10.79;  -48.57;  13.11
 36188;111.787678;  8.289315;111.78780121;  8.28940893; 2.89;-0.097;  -50.28;  -38.45;  19.16
 36284;112.040810;  8.925530;112.04095607;  8.92550376; 4.33; 1.425;  -59.29;   10.76;   8.20
 36366;112.277996; 31.784550;112.27754045; 31.78407932; 4.16; 0.320;  159.33;  193.82;  54.06
 36377;112.307626;-43.301433;112.30782630;-43.30189129; 3.25; 1.509;  -59.86;  188.73;  17.74
 36425;112.449095; 12.006564;112.44909205; 12.00661101; 4.55; 1.276;    1.26;  -19.26;   5.82
 36431;112.464219;-23.024287;112.46422560;-23.02429924; 4.85; 0.243;   -2.65;    4.94;   1.01
 36514;112.677509;-30.962281;112.67754202;-30.96228313; 4.65; 0.904;  -11.74;    0.84;   1.86
 36773;113.449847;-14.523892;113.44986614;-14.52390109; 4.82; 1.362;   -7.73;    3.62;   0.97
 36795;113.513252;-22.296067;113.51335813;-22.29618077; 4.44; 0.521;  -40.38;   46.84;  38.91
 36850;113.649428; 31.888276;113.65001898; 31.88863645; 1.58; 0.034; -206.33; -148.18;  63.27
 36917;113.845387;-28.369323;113.84557180;-28.36927798; 4.65;-0.111;  -66.90;  -18.71;  14.50
 36942;113.915511;-52.533836;113.91541745;-52.53380809; 4.93; 1.373;   23.44;  -11.57;   8.28
 36962;113.980610; 26.895741;113.98071783; 26.89600343; 4.06; 1.540;  -39.58; -108.08;  13.57
 37096;114.342126;-34.968530;114.34216663;-34.96857044; 4.53;-0.081;  -13.65;   16.53;   9.10
 37173;114.575191;-25.364804;114.57519746;-25.36478805; 4.69;-0.100;   -2.28;   -6.70;   5.92
 37229;114.707792;-26.803836;114.70783872;-26.80389240; 3.80;-0.159;  -17.00;   23.08;   7.18
 37265;114.791379; 34.584346;114.79148501; 34.58463287; 4.89; 0.413;  -35.97; -118.03;  20.62
 37279;114.825493;  5.224993;114.82724194;  5.22750767; 0.40; 0.432; -716.57;-1034.58; 285.93
 37297;114.863909;-38.308021;114.86397492;-38.30806020; 4.84;-0.189;  -21.35;   16.03;   5.68
 37379;115.096711;-15.263920;115.09671685;-15.26385208; 4.98; 1.543;   -2.27;  -28.04;   4.82
 37447;115.311802; -9.551131;115.31198612; -9.55108315; 3.94; 1.022;  -74.80;  -19.64;  22.61
 37609;115.751734; 58.710360;115.75190700; 58.71048707; 4.93; 0.104;  -36.99;  -52.11;  13.75
 37629;115.828027; 28.883510;115.82785545; 28.88407170; 4.23; 1.118;   61.84; -231.26;  26.68
 37648;115.884944;-28.410885;115.88498187;-28.41095714; 4.63; 1.632;  -13.62;   29.79;   3.34
 37677;115.951954;-28.954826;115.95196716;-28.95483520; 3.94; 0.160;   -4.57;    3.88;  -0.37
 37740;116.111892; 24.397993;116.11195237; 24.39812929; 3.57; 0.932;  -22.45;  -56.24;  22.73
 37819;116.313733;-37.968584;116.31376631;-37.96859848; 3.62; 1.706;  -10.77;    5.97;   2.35
 37826;116.328960; 28.026199;116.33068263; 28.02631031; 1.16; 0.991; -625.69;  -45.95;  96.74
 37908;116.531030; 18.510044;116.53122379; 18.51016877; 4.89; 1.425;  -75.55;  -51.53;   9.55
 38070;117.021534;-25.937169;117.02156206;-25.93718054; 4.40;-0.070;  -10.22;    4.92;   1.32
 38089;117.084004;-47.077722;117.08436527;-47.07753199; 4.69; 1.039; -101.31;  -78.38;  14.36
 38164;117.309563;-46.373205;117.30957923;-46.37322729; 4.10;-0.160;   -4.62;    9.04;   1.66
 38170;117.323563;-24.859786;117.32357809;-24.85978401; 3.34; 1.218;   -5.56;   -0.71;   2.42
 38414;118.054312;-40.575786;118.05435622;-40.57579889; 3.71; 1.012;  -13.89;    5.30;   9.46
 38455;118.161026;-38.862812;118.16105542;-38.86282206; 4.49;-0.188;   -9.49;    4.02;   5.09
 38500;118.265145;-49.613044;118.26517655;-49.61307949; 4.63;-0.228;   -8.44;   14.65;   4.53
 38518;118.325661;-48.102934;118.32567862;-48.10294824; 4.22;-0.130;   -4.90;    5.89;   1.68
 38538;118.374226; 26.765783;118.37431874; 26.76585858; 4.97; 0.098;  -34.02;  -31.17;  12.82
 38827;119.194643;-52.982360;119.19475729;-52.98240062; 3.46;-0.177;  -28.38;   16.76;   8.43
 38835;119.214748;-22.880119;119.21482616;-22.88014849; 4.20; 0.718;  -29.61;   12.28;   6.49
 38901;119.417110;-30.334570;119.41713237;-30.33458703; 4.76; 0.151;   -8.11;    7.14;   2.26
 38957;119.560155;-49.244912;119.56018303;-49.24492865; 4.47;-0.180;   -7.48;    6.91;   2.80
 39079;119.933969; -3.679583;119.93410303; -3.67957835; 4.93; 1.205;  -55.17;   -1.84;  13.06
 39095;119.966878;-18.399228;119.96689649;-18.39914242; 4.61; 0.087;   -7.29;  -35.07;  13.69
 39138;120.083195;-63.567456;120.08320513;-63.56750271; 4.81;-0.173;   -1.88;   19.31;   6.02
 39211;120.305562; -1.392608;120.30540155; -1.39242418; 4.69; 1.475;   65.97;  -75.73;   6.90
 39311;120.566404;  2.334571;120.56647202;  2.33431429; 4.39; 1.252;  -28.04;  105.49;  12.49
 39424;120.879501; 27.794332;120.87957982; 27.79441794; 4.94; 1.130;  -28.53;  -35.25;  12.66
 39429;120.896028;-40.003148;120.89612561;-40.00318846; 2.21;-0.269;  -30.82;   16.77;   2.33
 39757;121.886037;-24.304324;121.88625899;-24.30443677; 2.83; 0.458;  -83.29;   46.38;  51.99
 39794;121.982471;-68.617062;121.98266997;-68.61713647; 4.35;-0.113;  -29.88;   30.58;   5.08
 39847;122.114363; 51.506671;122.11459795; 51.50667575; 4.78; 0.048;  -60.10;   -2.15;  14.96
 39863;122.148533; -2.983786;122.14857362; -2.98377649; 4.36; 0.970;  -16.79;   -3.89;   1.76
 39903;122.252792;-61.302429;122.25357658;-61.30170580; 4.74; 0.437; -155.04; -297.69;  46.75
 39906;122.256822;-19.245014;122.25684770;-19.24500094; 4.40;-0.160;   -9.97;   -5.46;   6.90
 39953;122.383126;-47.336588;122.38314727;-47.33661177; 1.75;-0.145;   -5.93;    9.90;   3.88
 40084;122.817941;-12.926999;122.81800545;-12.92701835; 4.72; 0.939;  -26.04;    8.08;  17.64
 40091;122.839556;-39.618546;122.83958436;-39.61855304; 4.44; 1.590;   -8.91;    3.10;   1.74
 40096;122.857886;-42.987278;122.85790344;-42.98728888; 4.73; 0.164;   -5.33;    4.60;   0.70
 40167;123.053026; 17.647771;123.05295353; 17.64813756; 4.67; 0.531;   28.29; -150.94;  39.11
 40259;123.333200;-15.788221;123.33322933;-15.78821451; 4.99; 1.066;  -11.52;   -2.85;   2.65
 40274;123.372988;-35.899518;123.37301019;-35.89954225; 4.78;-0.110;   -7.30;   10.07;   3.33
 40326;123.512173;-40.347890;123.51202967;-40.34773028; 4.42; 1.170;   44.84;  -65.79;  10.50
 40526;124.128836;  9.185545;124.12895101;  9.18566295; 3.53; 1.481;  -46.80;  -48.65;  11.23
 40706;124.638801;-36.659288;124.63913830;-36.65953286; 4.44; 0.222; -111.27;  100.62;  35.06
 40945;125.345944;-33.054366;125.34597645;-33.05437199; 4.83; 1.419;  -11.31;    2.38;   3.89
 41037;125.628482;-59.509483;125.62860299;-59.50953829; 1.86; 1.196;  -25.34;   22.72;   5.16
 41039;125.632055;-48.490381;125.63207774;-48.49039742; 4.79;-0.146;   -6.28;    6.81;   2.16
 41075;125.708790; 43.188131;125.70887544; 43.18837233; 4.25; 1.550;  -25.62;  -99.44;   8.39
 41307;126.415135; -3.906424;126.41529546; -3.90636482; 3.91;-0.012;  -66.05;  -24.20;  26.09
 41312;126.434144;-66.136890;126.43435936;-66.13652042; 3.77; 1.132;  -35.83; -152.15;  30.21
 41704;127.566125; 60.718169;127.56679232; 60.71843110; 3.35; 0.856; -134.31; -107.73;  17.76
 42134;128.832114;-58.009228;128.83186765;-58.00929470; 4.84; 0.981;   53.80;   27.30;  14.21
 42312;129.410971;-42.989081;129.41100573;-42.98910371; 4.11; 0.109;  -10.38;    9.47;   2.27
 42313;129.414026;  5.703782;129.41419739;  5.70379868; 4.14; 0.003;  -70.27;   -6.99;  18.21
 42402;129.689324;  3.341435;129.68936993;  3.34147477; 4.45; 1.216;  -19.03;  -16.29;   9.25
 42483;129.926974;-29.561084;129.92704475;-29.56086189; 4.86; 0.900;  -25.41;  -91.25;  13.83
 42509;130.006132;-12.475372;130.00633068;-12.47537441; 4.98; 1.415;  -79.88;    0.93;   7.78
 42515;130.025598;-35.308352;130.02556894;-35.30830091; 3.97; 0.936;    9.68;  -21.18;   8.40
 42527;130.053411; 64.327936;130.05374429; 64.32787175; 4.59; 1.179;  -59.42;   26.44;  12.92
 42536;130.073272;-52.921887;130.07337168;-52.92197259; 3.60;-0.168;  -24.62;   35.09;   6.59
 42568;130.154280;-59.761003;130.15431317;-59.76101468; 4.31;-0.117;   -6.87;    4.92;   2.31
 42570;130.156541;-46.648744;130.15656369;-46.64875492; 3.77; 0.670;   -6.30;    4.29;   1.05
 42624;130.304713;-47.317125;130.30475030;-47.31714129; 4.74; 0.137;  -10.53;    6.87;   1.72
 42662;130.430567;-15.943384;130.43055822;-15.94314865; 4.87; 1.063;    3.54;  -96.82;  15.98
 42726;130.605776;-53.113984;130.60587670;-53.11404062; 4.83;-0.173;  -24.88;   23.21;   6.80
 42799;130.806147;  3.398662;130.80619315;  3.39866539; 4.30;-0.192;  -19.14;   -1.29;   6.99
 42806;130.821442; 21.468501;130.82172127; 21.46859609; 4.66; 0.010; -106.94;  -39.25;  20.58
 42828;130.898073;-33.186386;130.89811451;-33.18641133; 3.68;-0.180;  -14.28;   10.60;   3.86
 42835;130.918223; -7.233730;130.91825129; -7.23372781; 4.63; 0.840;  -11.68;   -1.05;   5.40
 42884;131.099779;-42.649276;131.09985828;-42.64932331; 4.05; 0.874;  -23.88;   19.46;  14.27
 42911;131.171248; 18.154309;131.17129209; 18.15486399; 3.94; 1.083;  -17.10; -228.46;  23.97
 42913;131.175943;-54.708821;131.17582214;-54.70856797; 1.93; 0.043;   28.78; -104.14;  40.90
 43023;131.506852;-46.041527;131.50689464;-46.04153920; 3.87; 0.015;  -12.23;    4.82;   2.10
 43067;131.593908;-13.547720;131.59386440;-13.54770494; 4.32; 0.900;   17.57;   -6.22;  14.38
 43103;131.674252; 28.759898;131.67430955; 28.76000509; 4.03; 1.007;  -20.69;  -43.95;  10.94
 43105;131.677288;-56.769776;131.67733004;-56.76979718; 4.50;-0.169;   -9.40;    8.64;   5.97
 43109;131.693794;  6.418809;131.69435930;  6.41890691; 3.38; 0.685; -231.04;  -40.17;  24.13
 43234;132.108211;  5.837812;132.10825351;  5.83788486; 4.35;-0.044;  -17.51;  -29.79;   9.67
 43347;132.448492;-45.307875;132.44853466;-45.30790977; 4.94; 0.043;  -12.39;   14.42;   3.94
 43409;132.633014;-27.709844;132.63338051;-27.71005869; 4.02; 1.272; -133.49;   88.16;  15.63
 43783;133.761784;-60.644609;133.76192355;-60.64471195; 3.84;-0.104;  -28.18;   42.24;  10.45
 43813;133.848443;  5.945563;133.84868687;  5.94552770; 3.11; 0.978;  -99.76;   14.65;  21.64
 43825;133.881543;-27.681871;133.88131490;-27.68162589; 4.87; 0.142;   83.00; -100.92;  14.40
 43878;134.080259;-52.723475;134.08032510;-52.72351071; 4.68;-0.115;  -16.58;   14.60;   8.68
 43937;134.243406;-59.229338;134.24344613;-59.22935883; 4.93;-0.182;   -8.43;    8.65;   5.25
 44066;134.621757; 11.857701;134.62165408; 11.85777198; 4.26; 0.141;   41.45;  -29.22;  18.79
 44127;134.801891; 48.041826;134.80349479; 48.04234956; 3.12; 0.223; -441.12; -215.21;  68.32
 44191;135.022536;-41.253605;135.02266724;-41.25373789; 4.45; 0.646;  -40.67;   54.59;  16.19
 44248;135.159878; 41.782911;135.16146765; 41.78344401; 3.96; 0.463; -487.67; -219.29;  60.86
 44382;135.611650;-66.396077;135.61166181;-66.39584369; 4.00; 0.145;   -2.01;  -95.80;  26.24
 44390;135.636217; 67.629619;135.63635792; 67.62957486; 4.74; 1.542;  -22.08;   18.15;  11.35
 44471;135.906361; 47.156525;135.90649494; 47.15665934; 3.57; 0.007;  -37.37;  -55.39;   7.71
 44511;136.038668;-47.097737;136.03883562;-47.09771376; 3.75; 1.174;  -46.82;   -9.57;  10.55
 44659;136.493195;  5.092316;136.49324097;  5.09234249; 4.99; 1.189;  -18.97;  -11.01;   2.69
 44700;136.632362; 38.452215;136.63245022; 38.45225024; 4.56; 1.037;  -28.37;  -14.34;   4.81
 44816;136.998994;-43.432589;136.99907126;-43.43262406; 2.23; 1.665;  -23.21;   14.28;   5.69
 44824;137.012002;-25.858536;137.01190516;-25.85853691; 4.62; 1.594;   35.83;    0.49;   6.69
 44901;137.217734; 51.604648;137.21827365; 51.60472728; 4.46; 0.288; -137.81;  -32.48;  34.12
 45038;137.598106; 67.134018;137.59802574; 67.13423886; 4.80; 0.489;   12.88;  -90.85;  48.87
 45075;137.729420; 63.513633;137.72887992; 63.51378087; 4.67; 0.381;   99.16;  -60.96;  26.79
 45080;137.742022;-58.966896;137.74210535;-58.96693014; 3.43;-0.190;  -17.67;   14.14;   7.79
 45085;137.768329;-44.867902;137.76834415;-44.86791223; 4.99; 0.222;   -4.42;    4.32;  -0.26
 45101;137.819667;-62.316977;137.81986611;-62.31701587; 3.96;-0.180;  -38.04;   15.93;   6.53
 45238;138.299898;-69.717208;138.30100329;-69.71747245; 1.67; 0.070; -157.66;  108.91;  29.34
 45336;138.591079;  2.314280;138.59080529;  2.31502422; 3.89;-0.060;  112.57; -306.07;  25.34
 45439;138.902953;-38.569942;138.90317393;-38.56991789; 4.92; 1.084;  -71.22;  -10.06;  14.49
 45448;138.937832;-37.413144;138.93778941;-37.41312644; 4.63; 0.473;   13.85;   -7.26;  19.69
 45493;139.047198; 54.021857;139.04699516; 54.02171207; 4.80; 0.199;   49.14;   59.79;  27.55
 45496;139.050301;-57.541474;139.05042678;-57.54143764; 4.34; 1.602;  -27.77;  -14.77;   6.08
 45556;139.272528;-59.275229;139.27261834;-59.27526115; 2.21; 0.189;  -19.03;   13.11;   4.71
 45688;139.711015; 36.802597;139.71111394; 36.80289763; 3.82; 0.066;  -32.61; -123.78;  26.75
 45751;139.943259;-11.974853;139.94332821;-11.97488214; 4.77; 0.927;  -27.92;   12.16;  10.20
 45811;140.120909; -9.555695;140.12094162; -9.55562948; 4.80; 0.913;  -13.42;  -26.80;  13.39
 45856;140.236718;-62.404632;140.23679302;-62.40463293; 4.79; 0.926;  -14.29;    0.20;  14.65
 45860;140.263755; 34.392562;140.26441169; 34.39252592; 3.14; 1.550; -222.80;   14.78;  14.69
 45902;140.373295;-25.965439;140.37332838;-25.96541642; 4.71; 1.633;  -12.28;   -9.20;   6.25
 45941;140.528410;-55.010668;140.52845511;-55.01069531; 2.47;-0.141;  -10.72;   11.24;   6.05
 46026;140.801044;-28.833873;140.80140137;-28.83392305; 4.71; 0.892; -128.65;   20.58;  17.92
 46146;141.163580; 26.182324;141.16366395; 26.18244091; 4.47; 1.222;  -31.13;  -48.06;  15.28
 46371;141.826690;-22.343783;141.82623904;-22.34341760; 4.72; 1.154;  171.66; -150.17;  18.53
 46390;141.896847; -8.658603;141.89688260; -8.65868335; 1.99; 1.440;  -14.49;   33.25;  18.40
 46509;142.287074; -2.768964;142.28682816; -2.76895627; 4.59; 0.411;  100.93;   -3.15;  58.48
 46515;142.311332;-35.951335;142.31140615;-35.95134780; 4.51; 1.408;  -24.74;    5.07;   4.66
 46651;142.675001;-40.466769;142.67547063;-40.46688763; 3.60; 0.371; -147.14;   48.65;  53.89
 46701;142.805495;-57.034377;142.80564072;-57.03439160; 3.16; 1.538;  -32.58;    6.08;  13.72
 46733;142.882117; 63.061861;142.88154025; 63.06179545; 3.65; 0.360;  107.55;   26.86;  43.20
 46750;142.930117; 22.967971;142.93016816; 22.96806545; 4.32; 1.541;  -19.38;  -39.04;   9.69
 46771;142.986412; 11.299827;142.98663458; 11.30003070; 4.99; 1.046;  -89.92;  -84.00;  13.67
 46776;142.995534; -1.184664;142.99556148; -1.18465438; 4.54; 0.109;  -11.42;   -3.87;   7.11
 46853;143.214310; 51.677300;143.21802191; 51.67860208; 3.17; 0.475; -947.06; -535.60;  74.15
 46952;143.555758; 36.397558;143.55573740; 36.39761338; 4.54; 0.914;    6.82;  -22.89;  18.52
 46974;143.611043;-59.229753;143.61109601;-59.22976797; 4.08;-0.013;  -11.23;    6.02;   1.65
 46977;143.620249; 69.830343;143.62069943; 69.83015419; 4.54; 0.781;  -63.90;   77.59;  30.89
 47006;143.705972; 52.051477;143.70622878; 52.05156754; 4.47; 0.027;  -65.07;  -37.30;  12.21
 47029;143.765958; 39.621493;143.76605199; 39.62144313; 4.81; 0.992;  -29.64;   20.67;  14.23
 47175;144.206417;-49.355026;144.20690420;-49.35512860; 4.34; 0.173; -130.56;   42.29;  30.35
 47310;144.613701;  4.649293;144.61410460;  4.64941422; 4.68; 1.310; -165.45;  -49.93;  11.90
 47391;144.837494;-61.328060;144.83767061;-61.32810523; 4.51;-0.070;  -34.89;   18.60;  14.57
 47431;144.964008; -1.142810;144.96389156; -1.14265722; 3.90; 1.313;   47.81;  -62.92;  11.83
 47508;145.287637;  9.892308;145.28799116;  9.89239902; 3.52; 0.516; -143.67;  -37.45;  24.12
 47522;145.320864;-23.591514;145.32094152;-23.59152139; 4.76;-0.117;  -29.14;    3.02;   6.56
 47592;145.560070;-23.915569;145.56113137;-23.91620867; 4.93; 0.534; -399.23;  263.18;  67.19
 47758;146.050397;-27.769471;146.05054261;-27.76956287; 4.78; 0.516;  -53.06;   37.76;   8.49
 47854;146.311714;-62.507903;146.31178147;-62.50792328; 3.69; 1.010;  -12.88;    8.28;   2.16
 47908;146.462804; 23.774255;146.46292670; 23.77427792; 2.97; 0.808;  -46.09;   -9.57;  13.01
 48002;146.775507;-65.072007;146.77557340;-65.07201888; 2.92; 0.273;  -11.55;    4.97;   2.01
 48319;147.747324; 59.038736;147.74871542; 59.03910437; 3.78; 0.291; -294.45; -151.75;  28.35
 48356;147.869557;-14.846603;147.86951033;-14.84654997; 4.11; 0.918;   18.68;  -21.88;  11.92
 48374;147.919449;-46.547620;147.91953494;-46.54764424; 4.58; 1.172;  -24.41;    9.80;   3.01
 48402;148.026483; 54.064332;148.02650069; 54.06428574; 4.55; 0.038;   -4.21;   19.18;   7.47
 48455;148.190905; 26.006951;148.19149028; 26.00708498; 3.88; 1.222; -216.29;  -54.92;  24.52
 48559;148.551330;-25.932345;148.55182725;-25.93248205; 4.87; 1.199; -183.95;   56.56;   9.71
 48615;148.717536;-19.009360;148.71765461;-19.00926985; 4.94; 1.559;  -46.09;  -37.04;   4.62
 48774;149.215590;-54.567790;149.21564520;-54.56779730; 3.52;-0.067;  -13.13;    2.83;   1.69
 49029;150.053361;  8.044223;150.05343468;  8.04427686; 4.68; 1.589;  -30.06;  -22.11;   6.21
 49402;151.281125;-13.064626;151.28121856;-13.06467435; 4.60;-0.087;  -37.48;   19.90;  11.77
 49583;151.833135; 16.762664;151.83313948; 16.76266572; 3.48;-0.031;   -1.94;   -0.53;   1.53
 49593;151.857340; 35.244693;151.85718812; 35.24469176; 4.49; 0.190;   50.97;    0.64;  35.78
 49637;151.976128;  9.997508;151.97632850;  9.99766389; 4.39; 1.448;  -81.10;  -64.20;  11.89
 49641;151.984501; -0.371637;151.98456489; -0.37162786; 4.48;-0.032;  -26.17;   -3.65;  11.35
 49669;152.092961; 11.967207;152.09358075; 11.96719513; 1.36;-0.087; -249.40;    4.91;  42.09
 49712;152.234333;-51.811261;152.23439032;-51.81126187; 4.85;-0.120;  -14.60;    0.51;   3.01
 49841;152.646989;-12.354083;152.64748785;-12.35383921; 3.61; 1.007; -200.33; -100.28;  28.44
 50191;153.683980;-42.121942;153.68447399;-42.12206281; 3.85; 0.051; -150.68;   49.84;  31.72
 50335;154.172571; 23.417311;154.17251805; 23.41732840; 3.43; 0.307;   19.84;   -7.30;  12.56
 50371;154.270732;-61.332304;154.27085535;-61.33231977; 3.39; 1.541;  -24.25;    6.38;   4.43
 50372;154.274131; 42.914365;154.27469564; 42.91446855; 3.45; 0.029; -170.11;  -42.64;  24.27
 50555;154.903126;-55.029305;154.90318833;-55.02931452; 4.59; 1.600;  -14.79;    4.03;   2.19
 50564;154.934033; 19.470914;154.93462599; 19.47143591; 4.78; 0.452; -229.99; -214.66;  47.24
 50583;154.993144; 19.841489;154.99234054; 19.84186032; 2.01; 1.128;  310.77; -152.88;  25.96
 50676;155.228317;-56.043220;155.22839581;-56.04322401; 4.50;-0.102;  -18.15;    1.49;   2.34
 50799;155.581603;-41.649960;155.58169175;-41.65010791; 4.82; 1.095;  -27.23;   60.77;  16.26
 50801;155.582252; 41.499516;155.58251355; 41.49943350; 3.06; 1.603;  -80.47;   34.10;  13.11
 50847;155.742272;-66.901498;155.74241361;-66.90152522; 4.97;-0.128;  -22.84;   11.04;   7.59
 50933;156.032693; 65.566423;156.03274518; 65.56647366; 4.94;-0.052;   -8.93;  -20.83;  10.84
 51056;156.478393; 33.796120;156.47861301; 33.79626364; 4.72; 0.260;  -75.28;  -59.00;  15.76
 51069;156.522611;-16.836290;156.52293768;-16.83609584; 3.83; 1.456; -128.51;  -80.06;  13.14
 51172;156.787921;-31.067779;156.78814953;-31.06780228; 4.28; 1.429;  -80.42;    9.63;   8.90
 51192;156.851962;-57.638805;156.85199279;-57.63881373; 4.65; 0.474;   -6.71;    3.72;  -0.01
